cloud,family_category,family,family_sort,size,cpu,memory,storage_boot,storage_extra,network_bandwidth,other_devices,cpu_type,family_url,virt
Microsoft Azure,General Purpose,Dsv4,7,D64s_v4,64,256,Remote only,,30,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dv2,1,D1_v2,1,3.5,50 GiB SSD,,0.75,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series,Hyper-V
Microsoft Azure,General Purpose,Dv2,2,D2_v2,2,7,100 GiB SSD,,1.5,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series,Hyper-V
Microsoft Azure,General Purpose,Dv2,3,D3_v2,4,14,200 GiB SSD,,3,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series,Hyper-V
Microsoft Azure,General Purpose,Dv2,4,D4_v2,8,28,400 GiB SSD,,6,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series,Hyper-V
Microsoft Azure,General Purpose,Dv2,5,D5_v2,16,56,800 GiB SSD,,12,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series,Hyper-V
Microsoft Azure,Memory Optimized,Dv2,6,DS11_v2,2,14,28 GiB SSD,,1.5,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series-memory,Hyper-V
Microsoft Azure,Memory Optimized,Dv2,7,DS12_v2,4,28,56 GiB SSD,,3,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series-memory,Hyper-V
Microsoft Azure,Memory Optimized,Dv2,8,DS13_v2,8,56,112 GiB SSD,,6,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series-memory,Hyper-V
Microsoft Azure,Memory Optimized,Dv2,9,DS14_v2,16,112,224 GiB SSD,,12,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series-memory,Hyper-V
Microsoft Azure,Memory Optimized,Dv2,10,DS15_v2,20,140,280 GiB SSD,,25,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series-memory,Hyper-V
Microsoft Azure,General Purpose,Dv3,1,D2_v3,2,8,50 GiB SSD,,1,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dv3,2,D4_v3,4,16,100 GiB SSD,,2,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dv3,3,D8_v3,8,32,200 GiB SSD,,4,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dv3,4,D16_v3,16,64,400 GiB SSD,,8,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dv3,5,D32_v3,32,128,800 GiB SSD,,16,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dv3,6,D48_v3,48,192,1200 GiB SSD,,24,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dv3,7,D64_v3,64,256,1600 GiB SSD,,30,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dv4,1,D2_v4,2,8,Remote only,,1,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dv4,2,D4_v4,4,16,Remote only,,2,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dv4,3,D8_v4,8,32,Remote only,,4,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dv4,4,D16_v4,16,64,Remote only,,8,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dv4,5,D32_v4,32,128,Remote only,,16,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dv4,6,D48_v4,48,192,Remote only,,24,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dv4,7,D64_v4,64,256,Remote only,,30,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Easv4,1,E2as_v4,2,16,32 GiB SSD,,1,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Easv4,2,E4as_v4,4,32,64 GiB SSD,,2,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Easv4,3,E8as_v4,8,64,128 GiB SSD,,4,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Easv4,4,E16as_v4,16,128,256 GiB SSD,,8,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Easv4,5,E20as_v4,20,160,320 GiB SSD,,10,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Easv4,6,E32as_v4,32,256,512 GiB SSD,,16,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Easv4,7,E48as_v4,48,384,768 GiB SSD,,24,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Easv4,8,E64as_v4,64,512,1024 GiB SSD,,30,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Easv4,9,E96as_v4,96,672,1344 GiB SSD,,30,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Eav4,1,E2a_v4,2,16,50 GiB SSD,,1,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Eav4,2,E4a_v4,4,32,100 GiB SSD,,2,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Eav4,3,E8a_v4,8,64,200 GiB SSD,,4,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Eav4,4,E16a_v4,16,128,400 GiB SSD,,8,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Eav4,5,E20a_v4,20,160,500 GiB SSD,,10,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Eav4,6,E32a_v4,32,256,800 GiB SSD,,16,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Eav4,7,E48a_v4,48,384,1200 GiB SSD,,24,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Eav4,8,E64a_v4,64,512,1600 GiB SSD,,30,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Eav4,9,E96a_v4,96,672,2400 GiB SSD,,30,,AMD EPYC 7752 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edsv4,1,E2ds_v4,2,16,75 GiB SSD,,1,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edsv4,2,E4ds_v4,4,32,150 GiB SSD,,2,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edsv4,3,E8ds_v4,8,64,300 GiB SSD,,4,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edsv4,4,E16ds_v4,16,128,600 GiB SSD,,8,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edsv4,5,E20ds_v4,20,160,750 GiB SSD,,10,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edsv4,6,E32ds_v4,32,256,1200 GiB SSD,,16,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edsv4,7,E48ds_v4,48,384,1800 GiB SSD,,24,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edsv4,8,E64ds_v4,64,504,2400 GiB SSD,,30,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edsv4,9,E80ids_v4,80,504,2400 GiB SSD,,30,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edv4,1,E2d_v4,2,16,75 GiB SSD,,1,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edv4,2,E4d_v4,4,32,150 GiB SSD,,2,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edv4,3,E8d_v4,8,64,300 GiB SSD,,4,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edv4,4,E16d_v4,16,128,600 GiB SSD,,8,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edv4,5,E20d_v4,20,160,750 GiB SSD,,10,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edv4,6,E32d_v4,32,256,1200 GiB SSD,,16,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edv4,7,E48d_v4,48,384,1800 GiB SSD,,24,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Edv4,8,E64d_v4,64,504,2400 GiB SSD,,30,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv3,1,E2s_v3,2,16,32 GiB SSD,,1,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv3,2,E4s_v3,4,32,64 GiB SSD,,2,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv3,3,E8s_v3,8,64,128 GiB SSD,,4,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv3,4,E16s_v3,16,128,256 GiB SSD,,8,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv3,5,E20s_v3,20,160,320 GiB SSD,,10,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv3,6,E32s_v3,32,256,512 GiB SSD,,16,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv3,7,E48s_v3,48,384,768 GiB SSD,,24,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv3,8,E64s_v3,64,432,864 GiB SSD,,30,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv3,9,E64is_v3,64,432,864 GiB SSD,,30,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv4,1,E2s_v4,2,16,Remote only,,1,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv4,2,E4s_v4,4,32,Remote only,,2,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv4,3,E8s_v4,8,64,Remote only,,4,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv4,4,E16s_v4,16,128,Remote only,,8,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv4,5,E20s_v4,20,160,Remote only,,10,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv4,6,E32s_v4,32,256,Remote only,,16,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv4,7,E48s_v4,48,384,Remote only,,24,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv4,8,E64s_v4,64,504,Remote only,,30,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Esv4,9,E80is_v4,80,504,Remote only,,30,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev3,1,E2_v3,2,16,50 GiB SSD,,1,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev3,2,E4_v3,4,32,100 GiB SSD,,2,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev3,3,E8_v3,8,64,200 GiB SSD,,4,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev3,4,E16_v3,16,128,400 GiB SSD,,8,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev3,5,E20_v3,20,160,500 GiB SSD,,10,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev3,6,E32_v3,32,256,800 GiB SSD,,16,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev3,7,E48_v3,48,384,1200 GiB SSD,,24,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev3,8,E64_v3,64,432,1600 GiB SSD,,30,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev3,9,E64i_v3,64,432,1600 GiB SSD,,30,,"Intel Xeon (Cascade Lake, Skylake, Broadwell)",https://docs.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev4,1,E2_v4,2,16,Remote only,,1,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev4,2,E4_v4,4,32,Remote only,,2,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev4,3,E8_v4,8,64,Remote only,,4,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev4,4,E16_v4,16,128,Remote only,,8,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev4,5,E20_v4,20,160,Remote only,,10,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev4,6,E32_v4,32,256,Remote only,,16,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev4,7,E48_v4,48,384,Remote only,,24,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Memory Optimized,Ev4,8,E64_v4,64,504,Remote only,,30,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,Hyper-V
Microsoft Azure,Compute Optimized,Fsv2,1,F2s_v2,2,4,16 GiB SSD,,0.875,,Intel Xeon Platinum (Cascade Lake or Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/fsv2-series,Hyper-V
Microsoft Azure,Compute Optimized,Fsv2,2,F4s_v2,4,8,32 GiB SSD,,1.75,,Intel Xeon Platinum (Cascade Lake or Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/fsv2-series,Hyper-V
Microsoft Azure,Compute Optimized,Fsv2,3,F8s_v2,8,16,64 GiB SSD,,3.5,,Intel Xeon Platinum (Cascade Lake or Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/fsv2-series,Hyper-V
Microsoft Azure,Compute Optimized,Fsv2,4,F16s_v2,16,32,128 GiB SSD,,7,,Intel Xeon Platinum (Cascade Lake or Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/fsv2-series,Hyper-V
Microsoft Azure,Compute Optimized,Fsv2,5,F32s_v2,32,64,256 GiB SSD,,14,,Intel Xeon Platinum (Cascade Lake or Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/fsv2-series,Hyper-V
Microsoft Azure,Compute Optimized,Fsv2,6,F48s_v2,48,96,384 GiB SSD,,21,,Intel Xeon Platinum (Cascade Lake or Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/fsv2-series,Hyper-V
Microsoft Azure,Compute Optimized,Fsv2,7,F64s_v2,64,128,512 GiB SSD,,28,,Intel Xeon Platinum (Cascade Lake or Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/fsv2-series,Hyper-V
Microsoft Azure,Compute Optimized,Fsv2,8,F72s_v2,72,144,576 GiB SSD,,30,,Intel Xeon Platinum (Cascade Lake or Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/fsv2-series,Hyper-V
Microsoft Azure,High Performance Compute,H,1,H8,8,56,1000 GiB SSD,,high,,Intel Xeon E5 2667 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/h-series,Hyper-V
Microsoft Azure,High Performance Compute,H,2,H16,16,112,2000 GiB SSD,,very high,,Intel Xeon E5 2667 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/h-series,Hyper-V
Microsoft Azure,High Performance Compute,H,3,H8m,8,112,1000 GiB SSD,,high,,Intel Xeon E5 2667 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/h-series,Hyper-V
Microsoft Azure,High Performance Compute,H,4,H16m,16,224,2000 GiB SSD,,very high,,Intel Xeon E5 2667 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/h-series,Hyper-V
Microsoft Azure,High Performance Compute,H,5,H16r,16,112,2000 GiB SSD,,very high,InfiniBand FDR (65 Gbps),Intel Xeon E5 2667 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/h-series,Hyper-V
Microsoft Azure,High Performance Compute,H,6,H16mr,16,224,2000 GiB SSD,,very high,InfiniBand FDR (65 Gbps),Intel Xeon E5 2667 v3 (Haswell),https://docs.microsoft.com/en-us/azure/virtual-machines/h-series,Hyper-V
Microsoft Azure,High Performance Compute,HB,1,HB60rs,60,240,700 GiB SSD,,40,InfiniBand FDR (100 Gbps),AMD EPYC 7551 (Naples),https://docs.microsoft.com/en-us/azure/virtual-machines/hb-series,Hyper-V
Microsoft Azure,High Performance Compute,HBv2,1,HB120rs_v2,120,480, 960 GiB SSD,,40,InfiniBand HDR (200 Gbps),AMD EPYC 7742 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/hbv2-series,Hyper-V
Microsoft Azure,High Performance Compute,HC,1,HC44rs,44,352,700 GiB SSD,,40,InfiniBand FDR (100 Gbps),Intel Xeon Platinum 8168 (Skylake),https://docs.microsoft.com/en-us/azure/virtual-machines/hc-series,Hyper-V
Microsoft Azure,Storage Optimized,Lsv2,1,L8s_v2,8,64,50 GiB SSD,1x 1920 GiB NVMe,3.2,,AMD EPYC 7551 (Naples),https://docs.microsoft.com/en-us/azure/virtual-machines/lsv2-series,Hyper-V
Microsoft Azure,Storage Optimized,Lsv2,2,L16s_v2,16,128,160 GiB SSD,2x 1920 GiB NVMe,6.4,,AMD EPYC 7551 (Naples),https://docs.microsoft.com/en-us/azure/virtual-machines/lsv2-series,Hyper-V
Microsoft Azure,Storage Optimized,Lsv2,3,L32s_v2,32,256,320 GiB SSD,4x 1920 GiB NVMe,12.8,,AMD EPYC 7551 (Naples),https://docs.microsoft.com/en-us/azure/virtual-machines/lsv2-series,Hyper-V
Microsoft Azure,Storage Optimized,Lsv2,4,L48s_v2,48,384,480 GiB SSD,6x 1920 GiB NVMe,16+,,AMD EPYC 7551 (Naples),https://docs.microsoft.com/en-us/azure/virtual-machines/lsv2-series,Hyper-V
Microsoft Azure,Storage Optimized,Lsv2,5,L64s_v2,64,512,640 GiB SSD,8x 1920 GiB NVMe,16+,,AMD EPYC 7551 (Naples),https://docs.microsoft.com/en-us/azure/virtual-machines/lsv2-series,Hyper-V
Microsoft Azure,Storage Optimized,Lsv2,6,L80s_v2,80,640,800 GiB SSD,10x 1920 GiB NVMe,16+,,AMD EPYC 7551 (Naples),https://docs.microsoft.com/en-us/azure/virtual-machines/lsv2-series,Hyper-V
Microsoft Azure,Memory Optimized,M,1,M8ms,8,218.75,256 GiB SSD,,2,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
Microsoft Azure,Memory Optimized,M,2,M16ms,16,437.5,512 GiB SSD,,4,,"Intel Xeon (Cascade Lake, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/m-series,Hyper-V
